airfoil_family,tubercle_amplitude,tubercle_wavelength,tubercle_shape,root_chord,tip_chord,sweep_angle,angle_of_attack,airspeed,separation_x_over_c,data_source
biomimetic,30.421,45.873,whale,1,1,0,10,30,0.6746,OpenFOAM
biomimetic,30.421,45.873,whale,1,1,0,10,30,0.6711,OpenFOAM
biomimetic,30.421,45.873,whale,1,1,0,10,30,0.67,OpenFOAM
biomimetic,30.421,45.873,whale,1,1,0,10,30,0.6743,OpenFOAM
biomimetic,30.421,45.873,whale,1,1,0,10,30,0.6786,OpenFOAM
biomimetic,30.421,45.873,whale,1,1,0,10,30,0.6791,OpenFOAM
biomimetic,30.421,45.873,whale,1,1,0,15,30,0.5607,OpenFOAM
biomimetic,30.421,45.873,whale,1,1,0,15,30,0.565,OpenFOAM
biomimetic,30.421,45.873,whale,1,1,0,15,30,0.553,OpenFOAM
biomimetic,30.421,45.873,whale,1,1,0,15,30,0.5654,OpenFOAM
biomimetic,30.421,45.873,whale,1,1,0,15,30,0.5554,OpenFOAM
biomimetic,30.421,45.873,whale,1,1,0,15,30,0.5564,OpenFOAM
biomimetic,30.421,45.873,whale,1,1,0,15,30,0.5598,OpenFOAM
biomimetic,30.421,45.873,whale,1,1,0,15,30,0.5583,OpenFOAM
biomimetic,30.421,45.873,whale,1,1,0,20,30,0.4641,OpenFOAM
biomimetic,30.421,45.873,whale,1,1,0,20,30,0.4637,OpenFOAM
biomimetic,30.421,45.873,whale,1,1,0,20,30,0.4643,OpenFOAM
biomimetic,30.421,45.873,whale,1,1,0,20,30,0.4647,OpenFOAM
biomimetic,30.421,45.873,whale,1,1,0,20,30,0.4687,OpenFOAM
biomimetic,30.421,45.873,whale,1,1,0,20,30,0.4682,OpenFOAM
biomimetic,30.421,45.873,whale,1,1,0,20,30,0.4643,OpenFOAM
biomimetic,30.421,45.873,whale,1,1,0,20,30,0.4684,OpenFOAM
biomimetic,31.564,43.639,whale,1,1,0,0,15,0.9446,OpenFOAM
biomimetic,31.564,43.639,whale,1,1,0,0,15,0.9337,OpenFOAM
biomimetic,31.564,43.639,whale,1,1,0,0,15,0.9264,OpenFOAM
biomimetic,31.564,43.639,whale,1,1,0,0,15,0.9293,OpenFOAM
biomimetic,31.564,43.639,whale,1,1,0,0,15,0.9285,OpenFOAM
biomimetic,31.564,43.639,whale,1,1,0,0,15,0.9472,OpenFOAM
biomimetic,31.564,43.639,whale,1,1,0,0,15,0.9267,OpenFOAM
biomimetic,31.564,43.639,whale,1,1,0,0,15,0.942,OpenFOAM
biomimetic,31.564,43.639,whale,1,1,0,5,15,0.9083,OpenFOAM
biomimetic,31.564,43.639,whale,1,1,0,5,15,0.9058,OpenFOAM
biomimetic,31.564,43.639,whale,1,1,0,5,15,0.9045,OpenFOAM
biomimetic,31.564,43.639,whale,1,1,0,5,15,0.9044,OpenFOAM
biomimetic,31.564,43.639,whale,1,1,0,5,15,0.9081,OpenFOAM
biomimetic,31.564,43.639,whale,1,1,0,5,15,0.9072,OpenFOAM
biomimetic,31.564,43.639,whale,1,1,0,5,15,0.905,OpenFOAM
biomimetic,31.564,43.639,whale,1,1,0,5,15,0.9059,OpenFOAM
biomimetic,31.564,43.639,whale,1,1,0,10,15,0.7899,OpenFOAM
biomimetic,31.564,43.639,whale,1,1,0,10,15,0.7923,OpenFOAM
biomimetic,31.564,43.639,whale,1,1,0,10,15,0.7907,OpenFOAM
biomimetic,31.564,43.639,whale,1,1,0,10,15,0.786,OpenFOAM
biomimetic,31.564,43.639,whale,1,1,0,10,15,0.7837,OpenFOAM
biomimetic,31.564,43.639,whale,1,1,0,10,15,0.7825,OpenFOAM
biomimetic,31.564,43.639,whale,1,1,0,10,15,0.7896,OpenFOAM
biomimetic,31.564,43.639,whale,1,1,0,10,15,0.7805,OpenFOAM
biomimetic,31.564,43.639,whale,1,1,0,15,15,0.6573,OpenFOAM
biomimetic,31.564,43.639,whale,1,1,0,15,15,0.6606,OpenFOAM
biomimetic,31.564,43.639,whale,1,1,0,15,15,0.6566,OpenFOAM
biomimetic,31.564,43.639,whale,1,1,0,15,15,0.6624,OpenFOAM
biomimetic,31.564,43.639,whale,1,1,0,15,15,0.6616,OpenFOAM
biomimetic,31.564,43.639,whale,1,1,0,15,15,0.6635,OpenFOAM
biomimetic,31.564,43.639,whale,1,1,0,15,15,0.6598,OpenFOAM
biomimetic,31.564,43.639,whale,1,1,0,15,15,0.664,OpenFOAM
biomimetic,31.564,43.639,whale,1,1,0,20,15,0.5365,OpenFOAM
biomimetic,31.564,43.639,whale,1,1,0,20,15,0.5433,OpenFOAM
biomimetic,31.564,43.639,whale,1,1,0,20,15,0.5441,OpenFOAM
biomimetic,31.564,43.639,whale,1,1,0,20,15,0.5447,OpenFOAM
biomimetic,31.564,43.639,whale,1,1,0,20,15,0.5456,OpenFOAM
biomimetic,31.564,43.639,whale,1,1,0,20,15,0.5508,OpenFOAM
biomimetic,31.564,43.639,whale,1,1,0,20,15,0.5505,OpenFOAM
biomimetic,31.564,43.639,whale,1,1,0,20,15,0.5405,OpenFOAM
biomimetic,31.564,43.639,whale,1,1,0,0,30,0.9222,OpenFOAM
biomimetic,31.564,43.639,whale,1,1,0,0,30,0.9219,OpenFOAM
biomimetic,31.564,43.639,whale,1,1,0,0,30,0.9225,OpenFOAM
biomimetic,31.564,43.639,whale,1,1,0,0,30,0.9225,OpenFOAM
biomimetic,31.564,43.639,whale,1,1,0,0,30,0.9225,OpenFOAM
biomimetic,31.564,43.639,whale,1,1,0,0,30,0.922,OpenFOAM
biomimetic,31.564,43.639,whale,1,1,0,0,30,0.923,OpenFOAM
biomimetic,31.564,43.639,whale,1,1,0,0,30,0.9218,OpenFOAM
biomimetic,31.564,43.639,whale,1,1,0,5,30,0.8909,OpenFOAM
biomimetic,31.564,43.639,whale,1,1,0,5,30,0.9113,OpenFOAM
biomimetic,31.564,43.639,whale,1,1,0,5,30,0.901,OpenFOAM
biomimetic,31.564,43.639,whale,1,1,0,5,30,0.9117,OpenFOAM
biomimetic,31.564,43.639,whale,1,1,0,5,30,0.9063,OpenFOAM
biomimetic,31.564,43.639,whale,1,1,0,5,30,0.9047,OpenFOAM
biomimetic,31.564,43.639,whale,1,1,0,5,30,0.8856,OpenFOAM
biomimetic,31.564,43.639,whale,1,1,0,5,30,0.8993,OpenFOAM
biomimetic,31.564,43.639,whale,1,1,0,10,30,0.6698,OpenFOAM
biomimetic,31.564,43.639,whale,1,1,0,10,30,0.6651,OpenFOAM
biomimetic,31.564,43.639,whale,1,1,0,10,30,0.6627,OpenFOAM
biomimetic,31.564,43.639,whale,1,1,0,10,30,0.6683,OpenFOAM
biomimetic,31.564,43.639,whale,1,1,0,10,30,0.6664,OpenFOAM
biomimetic,31.564,43.639,whale,1,1,0,10,30,0.6678,OpenFOAM
biomimetic,31.564,43.639,whale,1,1,0,10,30,0.6615,OpenFOAM
biomimetic,31.564,43.639,whale,1,1,0,10,30,0.6689,OpenFOAM
biomimetic,31.564,43.639,whale,1,1,0,15,30,0.5447,OpenFOAM
biomimetic,31.564,43.639,whale,1,1,0,15,30,0.5454,OpenFOAM
biomimetic,31.564,43.639,whale,1,1,0,15,30,0.5545,OpenFOAM
biomimetic,31.564,43.639,whale,1,1,0,15,30,0.5505,OpenFOAM
biomimetic,31.564,43.639,whale,1,1,0,15,30,0.5511,OpenFOAM
biomimetic,31.564,43.639,whale,1,1,0,15,30,0.5438,OpenFOAM
biomimetic,31.564,43.639,whale,1,1,0,15,30,0.5552,OpenFOAM
biomimetic,31.564,43.639,whale,1,1,0,15,30,0.55,OpenFOAM
biomimetic,31.564,43.639,whale,1,1,0,20,30,0.4582,OpenFOAM
biomimetic,31.564,43.639,whale,1,1,0,20,30,0.4577,OpenFOAM
biomimetic,31.564,43.639,whale,1,1,0,20,30,0.4556,OpenFOAM
biomimetic,31.564,43.639,whale,1,1,0,20,30,0.4603,OpenFOAM
biomimetic,31.564,43.639,whale,1,1,0,20,30,0.4577,OpenFOAM
biomimetic,31.564,43.639,whale,1,1,0,20,30,0.4561,OpenFOAM
biomimetic,31.564,43.639,whale,1,1,0,20,30,0.4564,OpenFOAM
biomimetic,31.564,43.639,whale,1,1,0,20,30,0.4579,OpenFOAM
biomimetic,32.734,42.337,whale,1,1,0,0,15,0.928,OpenFOAM
biomimetic,32.734,42.337,whale,1,1,0,0,15,0.9352,OpenFOAM
biomimetic,32.734,42.337,whale,1,1,0,0,15,0.9339,OpenFOAM
biomimetic,32.734,42.337,whale,1,1,0,0,15,0.9244,OpenFOAM
biomimetic,32.734,42.337,whale,1,1,0,0,15,0.9307,OpenFOAM
biomimetic,32.734,42.337,whale,1,1,0,0,15,0.9302,OpenFOAM
biomimetic,32.734,42.337,whale,1,1,0,0,15,0.9332,OpenFOAM
biomimetic,32.734,42.337,whale,1,1,0,0,15,0.9417,OpenFOAM
biomimetic,32.734,42.337,whale,1,1,0,5,15,0.9002,OpenFOAM
biomimetic,32.734,42.337,whale,1,1,0,5,15,0.9009,OpenFOAM
biomimetic,32.734,42.337,whale,1,1,0,5,15,0.9017,OpenFOAM
biomimetic,32.734,42.337,whale,1,1,0,5,15,0.9012,OpenFOAM
biomimetic,32.734,42.337,whale,1,1,0,5,15,0.899,OpenFOAM
biomimetic,32.734,42.337,whale,1,1,0,5,15,0.9004,OpenFOAM
biomimetic,32.734,42.337,whale,1,1,0,5,15,0.8987,OpenFOAM
biomimetic,32.734,42.337,whale,1,1,0,5,15,0.9002,OpenFOAM
biomimetic,32.734,42.337,whale,1,1,0,10,15,0.7847,OpenFOAM
biomimetic,32.734,42.337,whale,1,1,0,10,15,0.7823,OpenFOAM
biomimetic,32.734,42.337,whale,1,1,0,10,15,0.7772,OpenFOAM
biomimetic,32.734,42.337,whale,1,1,0,10,15,0.7777,OpenFOAM
biomimetic,32.734,42.337,whale,1,1,0,10,15,0.787,OpenFOAM
biomimetic,32.734,42.337,whale,1,1,0,10,15,0.786,OpenFOAM
biomimetic,32.734,42.337,whale,1,1,0,10,15,0.7882,OpenFOAM
biomimetic,32.734,42.337,whale,1,1,0,10,15,0.7734,OpenFOAM
biomimetic,32.734,42.337,whale,1,1,0,15,15,0.6521,OpenFOAM
biomimetic,32.734,42.337,whale,1,1,0,15,15,0.6509,OpenFOAM
biomimetic,32.734,42.337,whale,1,1,0,15,15,0.651,OpenFOAM
biomimetic,32.734,42.337,whale,1,1,0,15,15,0.6513,OpenFOAM
biomimetic,32.734,42.337,whale,1,1,0,15,15,0.6543,OpenFOAM
biomimetic,32.734,42.337,whale,1,1,0,15,15,0.6581,OpenFOAM
biomimetic,32.734,42.337,whale,1,1,0,15,15,0.6551,OpenFOAM
biomimetic,32.734,42.337,whale,1,1,0,15,15,0.6584,OpenFOAM
biomimetic,32.734,42.337,whale,1,1,0,20,15,0.5427,OpenFOAM
biomimetic,32.734,42.337,whale,1,1,0,20,15,0.5355,OpenFOAM
biomimetic,32.734,42.337,whale,1,1,0,20,15,0.544,OpenFOAM
biomimetic,32.734,42.337,whale,1,1,0,20,15,0.5446,OpenFOAM
biomimetic,32.734,42.337,whale,1,1,0,20,15,0.531,OpenFOAM
biomimetic,32.734,42.337,whale,1,1,0,20,15,0.5288,OpenFOAM
biomimetic,32.734,42.337,whale,1,1,0,20,15,0.5428,OpenFOAM
biomimetic,32.734,42.337,whale,1,1,0,20,15,0.5276,OpenFOAM
biomimetic,32.734,42.337,whale,1,1,0,0,30,0.9162,OpenFOAM
biomimetic,32.734,42.337,whale,1,1,0,0,30,0.9174,OpenFOAM
biomimetic,32.734,42.337,whale,1,1,0,0,30,0.9157,OpenFOAM
biomimetic,32.734,42.337,whale,1,1,0,0,30,0.9156,OpenFOAM
biomimetic,32.734,42.337,whale,1,1,0,0,30,0.9162,OpenFOAM
biomimetic,32.734,42.337,whale,1,1,0,0,30,0.9157,OpenFOAM
biomimetic,32.734,42.337,whale,1,1,0,0,30,0.9173,OpenFOAM
biomimetic,32.734,42.337,whale,1,1,0,0,30,0.9164,OpenFOAM
biomimetic,32.734,42.337,whale,1,1,0,5,30,0.9065,OpenFOAM
biomimetic,32.734,42.337,whale,1,1,0,5,30,0.8916,OpenFOAM
biomimetic,32.734,42.337,whale,1,1,0,5,30,0.913,OpenFOAM
biomimetic,32.734,42.337,whale,1,1,0,5,30,0.8931,OpenFOAM
biomimetic,32.734,42.337,whale,1,1,0,5,30,0.9059,OpenFOAM
biomimetic,32.734,42.337,whale,1,1,0,5,30,0.8914,OpenFOAM
biomimetic,32.734,42.337,whale,1,1,0,5,30,0.9055,OpenFOAM
biomimetic,32.734,42.337,whale,1,1,0,5,30,0.8964,OpenFOAM
biomimetic,32.734,42.337,whale,1,1,0,10,30,0.6587,OpenFOAM
biomimetic,32.734,42.337,whale,1,1,0,10,30,0.663,OpenFOAM
biomimetic,32.734,42.337,whale,1,1,0,10,30,0.6646,OpenFOAM
biomimetic,32.734,42.337,whale,1,1,0,10,30,0.6642,OpenFOAM
biomimetic,32.734,42.337,whale,1,1,0,10,30,0.6635,OpenFOAM
biomimetic,32.734,42.337,whale,1,1,0,10,30,0.6571,OpenFOAM
biomimetic,32.734,42.337,whale,1,1,0,10,30,0.6556,OpenFOAM
biomimetic,32.734,42.337,whale,1,1,0,10,30,0.6592,OpenFOAM
biomimetic,32.734,42.337,whale,1,1,0,15,30,0.5418,OpenFOAM
biomimetic,32.734,42.337,whale,1,1,0,15,30,0.546,OpenFOAM
biomimetic,32.734,42.337,whale,1,1,0,15,30,0.5549,OpenFOAM
biomimetic,32.734,42.337,whale,1,1,0,15,30,0.5429,OpenFOAM
biomimetic,32.734,42.337,whale,1,1,0,15,30,0.5393,OpenFOAM
biomimetic,32.734,42.337,whale,1,1,0,15,30,0.5485,OpenFOAM
biomimetic,32.734,42.337,whale,1,1,0,15,30,0.5477,OpenFOAM
biomimetic,32.734,42.337,whale,1,1,0,15,30,0.5379,OpenFOAM
biomimetic,32.734,42.337,whale,1,1,0,20,30,0.4535,OpenFOAM
biomimetic,32.734,42.337,whale,1,1,0,20,30,0.451,OpenFOAM
biomimetic,32.734,42.337,whale,1,1,0,20,30,0.4549,OpenFOAM
biomimetic,32.734,42.337,whale,1,1,0,20,30,0.4503,OpenFOAM
biomimetic,32.734,42.337,whale,1,1,0,20,30,0.4498,OpenFOAM
biomimetic,32.734,42.337,whale,1,1,0,20,30,0.45,OpenFOAM
biomimetic,32.734,42.337,whale,1,1,0,20,30,0.4537,OpenFOAM
biomimetic,32.734,42.337,whale,1,1,0,20,30,0.4506,OpenFOAM
biomimetic,29.663,46.344,whale,1,1,0,0,15,0.9626,OpenFOAM
biomimetic,29.663,46.344,whale,1,1,0,0,15,0.9465,OpenFOAM
biomimetic,29.663,46.344,whale,1,1,0,0,15,0.9499,OpenFOAM
biomimetic,29.663,46.344,whale,1,1,0,0,15,0.9502,OpenFOAM
biomimetic,29.663,46.344,whale,1,1,0,0,15,0.9448,OpenFOAM
biomimetic,29.663,46.344,whale,1,1,0,0,15,0.9468,OpenFOAM
biomimetic,29.663,46.344,whale,1,1,0,0,15,0.9591,OpenFOAM
biomimetic,29.663,46.344,whale,1,1,0,0,15,0.9485,OpenFOAM
biomimetic,29.663,46.344,whale,1,1,0,5,15,0.9215,OpenFOAM
biomimetic,29.663,46.344,whale,1,1,0,5,15,0.9201,OpenFOAM
biomimetic,29.663,46.344,whale,1,1,0,5,15,0.9221,OpenFOAM
biomimetic,29.663,46.344,whale,1,1,0,5,15,0.9215,OpenFOAM
biomimetic,29.663,46.344,whale,1,1,0,5,15,0.9201,OpenFOAM
biomimetic,29.663,46.344,whale,1,1,0,5,15,0.9206,OpenFOAM
biomimetic,29.663,46.344,whale,1,1,0,5,15,0.9192,OpenFOAM
biomimetic,29.663,46.344,whale,1,1,0,5,15,0.9219,OpenFOAM
biomimetic,29.663,46.344,whale,1,1,0,10,15,0.8004,OpenFOAM
biomimetic,29.663,46.344,whale,1,1,0,10,15,0.8077,OpenFOAM
biomimetic,29.663,46.344,whale,1,1,0,10,15,0.7964,OpenFOAM
biomimetic,29.663,46.344,whale,1,1,0,10,15,0.7959,OpenFOAM
biomimetic,29.663,46.344,whale,1,1,0,10,15,0.806,OpenFOAM
biomimetic,29.663,46.344,whale,1,1,0,10,15,0.795,OpenFOAM
biomimetic,29.663,46.344,whale,1,1,0,10,15,0.8033,OpenFOAM
biomimetic,29.663,46.344,whale,1,1,0,10,15,0.8025,OpenFOAM
biomimetic,29.663,46.344,whale,1,1,0,15,15,0.6708,OpenFOAM
biomimetic,29.663,46.344,whale,1,1,0,15,15,0.6772,OpenFOAM
biomimetic,29.663,46.344,whale,1,1,0,15,15,0.675,OpenFOAM
biomimetic,29.663,46.344,whale,1,1,0,15,15,0.673,OpenFOAM
biomimetic,29.663,46.344,whale,1,1,0,15,15,0.6773,OpenFOAM
biomimetic,29.663,46.344,whale,1,1,0,15,15,0.6753,OpenFOAM
biomimetic,29.663,46.344,whale,1,1,0,15,15,0.6762,OpenFOAM
biomimetic,29.663,46.344,whale,1,1,0,15,15,0.6726,OpenFOAM
biomimetic,29.663,46.344,whale,1,1,0,20,15,0.5636,OpenFOAM
biomimetic,29.663,46.344,whale,1,1,0,20,15,0.5577,OpenFOAM
biomimetic,29.663,46.344,whale,1,1,0,20,15,0.5543,OpenFOAM
biomimetic,29.663,46.344,whale,1,1,0,20,15,0.5541,OpenFOAM
biomimetic,29.663,46.344,whale,1,1,0,20,15,0.55,OpenFOAM
biomimetic,29.663,46.344,whale,1,1,0,20,15,0.5613,OpenFOAM
biomimetic,29.663,46.344,whale,1,1,0,20,15,0.5628,OpenFOAM
biomimetic,29.663,46.344,whale,1,1,0,20,15,0.5563,OpenFOAM
biomimetic,29.663,46.344,whale,1,1,0,0,30,0.9359,OpenFOAM
biomimetic,29.663,46.344,whale,1,1,0,0,30,0.9357,OpenFOAM
biomimetic,29.663,46.344,whale,1,1,0,0,30,0.9361,OpenFOAM
biomimetic,29.663,46.344,whale,1,1,0,0,30,0.9355,OpenFOAM
biomimetic,29.663,46.344,whale,1,1,0,0,30,0.936,OpenFOAM
biomimetic,29.663,46.344,whale,1,1,0,0,30,0.9352,OpenFOAM
biomimetic,29.663,46.344,whale,1,1,0,0,30,0.9351,OpenFOAM
biomimetic,29.663,46.344,whale,1,1,0,0,30,0.9363,OpenFOAM
biomimetic,29.663,46.344,whale,1,1,0,5,30,0.9051,OpenFOAM
biomimetic,29.663,46.344,whale,1,1,0,5,30,0.9242,OpenFOAM
biomimetic,29.663,46.344,whale,1,1,0,5,30,0.9099,OpenFOAM
biomimetic,29.663,46.344,whale,1,1,0,5,30,0.906,OpenFOAM
biomimetic,29.663,46.344,whale,1,1,0,5,30,0.8993,OpenFOAM
biomimetic,29.663,46.344,whale,1,1,0,5,30,0.9067,OpenFOAM
biomimetic,29.663,46.344,whale,1,1,0,5,30,0.9169,OpenFOAM
biomimetic,29.663,46.344,whale,1,1,0,5,30,0.9138,OpenFOAM
biomimetic,29.663,46.344,whale,1,1,0,10,30,0.6848,OpenFOAM
biomimetic,29.663,46.344,whale,1,1,0,10,30,0.6756,OpenFOAM
biomimetic,29.663,46.344,whale,1,1,0,10,30,0.6809,OpenFOAM
biomimetic,29.663,46.344,whale,1,1,0,10,30,0.6805,OpenFOAM
biomimetic,29.663,46.344,whale,1,1,0,10,30,0.6789,OpenFOAM
biomimetic,29.663,46.344,whale,1,1,0,10,30,0.6766,OpenFOAM
biomimetic,29.663,46.344,whale,1,1,0,10,30,0.6774,OpenFOAM
biomimetic,29.663,46.344,whale,1,1,0,10,30,0.6797,OpenFOAM
biomimetic,29.663,46.344,whale,1,1,0,15,30,0.5701,OpenFOAM
biomimetic,29.663,46.344,whale,1,1,0,15,30,0.5624,OpenFOAM
biomimetic,29.663,46.344,whale,1,1,0,15,30,0.5661,OpenFOAM
biomimetic,29.663,46.344,whale,1,1,0,15,30,0.5713,OpenFOAM
biomimetic,29.663,46.344,whale,1,1,0,15,30,0.5661,OpenFOAM
biomimetic,29.663,46.344,whale,1,1,0,15,30,0.5665,OpenFOAM
biomimetic,29.663,46.344,whale,1,1,0,15,30,0.5622,OpenFOAM
biomimetic,29.663,46.344,whale,1,1,0,15,30,0.568,OpenFOAM
biomimetic,29.663,46.344,whale,1,1,0,20,30,0.4693,OpenFOAM
biomimetic,29.663,46.344,whale,1,1,0,20,30,0.4698,OpenFOAM
biomimetic,29.663,46.344,whale,1,1,0,20,30,0.4714,OpenFOAM
biomimetic,29.663,46.344,whale,1,1,0,20,30,0.4715,OpenFOAM
biomimetic,29.663,46.344,whale,1,1,0,20,30,0.4739,OpenFOAM
biomimetic,29.663,46.344,whale,1,1,0,20,30,0.4701,OpenFOAM
biomimetic,29.663,46.344,whale,1,1,0,20,30,0.4692,OpenFOAM
biomimetic,29.663,46.344,whale,1,1,0,20,30,0.4692,OpenFOAM
symmetric,0,0,none,1,1,0,0,15,0.646,OpenFOAM
symmetric,0,0,none,1,1,0,0,15,0.6447,OpenFOAM
symmetric,0,0,none,1,1,0,0,15,0.645,OpenFOAM
symmetric,0,0,none,1,1,0,0,15,0.6462,OpenFOAM
symmetric,0,0,none,1,1,0,0,15,0.6454,OpenFOAM
symmetric,0,0,none,1,1,0,0,15,0.6476,OpenFOAM
symmetric,0,0,none,1,1,0,0,15,0.6474,OpenFOAM
symmetric,0,0,none,1,1,0,0,15,0.6451,OpenFOAM
symmetric,0,0,none,1,1,0,5,15,0.5896,OpenFOAM
symmetric,0,0,none,1,1,0,5,15,0.5939,OpenFOAM
symmetric,0,0,none,1,1,0,5,15,0.5563,OpenFOAM
symmetric,0,0,none,1,1,0,5,15,0.5905,OpenFOAM
symmetric,0,0,none,1,1,0,5,15,0.5657,OpenFOAM
symmetric,0,0,none,1,1,0,5,15,0.5853,OpenFOAM
symmetric,0,0,none,1,1,0,5,15,0.5687,OpenFOAM
symmetric,0,0,none,1,1,0,5,15,0.5727,OpenFOAM
symmetric,0,0,none,1,1,0,10,15,0.4394,OpenFOAM
symmetric,0,0,none,1,1,0,10,15,0.4379,OpenFOAM
symmetric,0,0,none,1,1,0,10,15,0.4625,OpenFOAM
symmetric,0,0,none,1,1,0,10,15,0.4584,OpenFOAM
symmetric,0,0,none,1,1,0,10,15,0.4386,OpenFOAM
symmetric,0,0,none,1,1,0,10,15,0.4626,OpenFOAM
symmetric,0,0,none,1,1,0,10,15,0.4337,OpenFOAM
symmetric,0,0,none,1,1,0,10,15,0.4601,OpenFOAM
symmetric,0,0,none,1,1,0,15,15,0.3407,OpenFOAM
symmetric,0,0,none,1,1,0,15,15,0.3223,OpenFOAM
symmetric,0,0,none,1,1,0,15,15,0.3601,OpenFOAM
symmetric,0,0,none,1,1,0,15,15,0.3238,OpenFOAM
symmetric,0,0,none,1,1,0,15,15,0.3339,OpenFOAM
symmetric,0,0,none,1,1,0,15,15,0.3377,OpenFOAM
symmetric,0,0,none,1,1,0,15,15,0.3444,OpenFOAM
symmetric,0,0,none,1,1,0,15,15,0.3239,OpenFOAM
symmetric,0,0,none,1,1,0,20,15,0.1778,OpenFOAM
symmetric,0,0,none,1,1,0,20,15,0.1699,OpenFOAM
symmetric,0,0,none,1,1,0,20,15,0.1739,OpenFOAM
symmetric,0,0,none,1,1,0,20,15,0.169,OpenFOAM
symmetric,0,0,none,1,1,0,20,15,0.1664,OpenFOAM
symmetric,0,0,none,1,1,0,20,15,0.1784,OpenFOAM
symmetric,0,0,none,1,1,0,20,15,0.1735,OpenFOAM
symmetric,0,0,none,1,1,0,20,15,0.1697,OpenFOAM
symmetric,0,0,none,1,1,0,0,30,0.6241,OpenFOAM
symmetric,0,0,none,1,1,0,0,30,0.6039,OpenFOAM
symmetric,0,0,none,1,1,0,0,30,0.6148,OpenFOAM
symmetric,0,0,none,1,1,0,0,30,0.5968,OpenFOAM
symmetric,0,0,none,1,1,0,0,30,0.6044,OpenFOAM
symmetric,0,0,none,1,1,0,0,30,0.6234,OpenFOAM
symmetric,0,0,none,1,1,0,0,30,0.6189,OpenFOAM
symmetric,0,0,none,1,1,0,0,30,0.6398,OpenFOAM
symmetric,0,0,none,1,1,0,5,30,0.5547,OpenFOAM
symmetric,0,0,none,1,1,0,5,30,0.5683,OpenFOAM
symmetric,0,0,none,1,1,0,5,30,0.5647,OpenFOAM
symmetric,0,0,none,1,1,0,5,30,0.5483,OpenFOAM
symmetric,0,0,none,1,1,0,5,30,0.5521,OpenFOAM
symmetric,0,0,none,1,1,0,5,30,0.5623,OpenFOAM
symmetric,0,0,none,1,1,0,5,30,0.5598,OpenFOAM
symmetric,0,0,none,1,1,0,5,30,0.5732,OpenFOAM
symmetric,0,0,none,1,1,0,10,30,0.4065,OpenFOAM
symmetric,0,0,none,1,1,0,10,30,0.4132,OpenFOAM
symmetric,0,0,none,1,1,0,10,30,0.3989,OpenFOAM
symmetric,0,0,none,1,1,0,10,30,0.4186,OpenFOAM
symmetric,0,0,none,1,1,0,10,30,0.4236,OpenFOAM
symmetric,0,0,none,1,1,0,10,30,0.4222,OpenFOAM
symmetric,0,0,none,1,1,0,10,30,0.4156,OpenFOAM
symmetric,0,0,none,1,1,0,10,30,0.4323,OpenFOAM
symmetric,0,0,none,1,1,0,15,30,0.3315,OpenFOAM
symmetric,0,0,none,1,1,0,15,30,0.322,OpenFOAM
symmetric,0,0,none,1,1,0,15,30,0.3556,OpenFOAM
symmetric,0,0,none,1,1,0,15,30,0.3145,OpenFOAM
symmetric,0,0,none,1,1,0,15,30,0.3331,OpenFOAM
symmetric,0,0,none,1,1,0,15,30,0.3264,OpenFOAM
symmetric,0,0,none,1,1,0,15,30,0.3385,OpenFOAM
symmetric,0,0,none,1,1,0,15,30,0.3193,OpenFOAM
symmetric,0,0,none,1,1,0,20,30,0.169,OpenFOAM
symmetric,0,0,none,1,1,0,20,30,0.1541,OpenFOAM
symmetric,0,0,none,1,1,0,20,30,0.1673,OpenFOAM
symmetric,0,0,none,1,1,0,20,30,0.1542,OpenFOAM
symmetric,0,0,none,1,1,0,20,30,0.1639,OpenFOAM
symmetric,0,0,none,1,1,0,20,30,0.1718,OpenFOAM
symmetric,0,0,none,1,1,0,20,30,0.1558,OpenFOAM
symmetric,0,0,none,1,1,0,20,30,0.1608,OpenFOAM
cambered,0,0,none,1,1,0,0,15,0.746,OpenFOAM
cambered,0,0,none,1,1,0,0,15,0.752,OpenFOAM
cambered,0,0,none,1,1,0,0,15,0.75,OpenFOAM
cambered,0,0,none,1,1,0,0,15,0.745,OpenFOAM
cambered,0,0,none,1,1,0,0,15,0.748,OpenFOAM
cambered,0,0,none,1,1,0,0,15,0.754,OpenFOAM
cambered,0,0,none,1,1,0,0,15,0.749,OpenFOAM
cambered,0,0,none,1,1,0,0,15,0.754,OpenFOAM
cambered,0,0,none,1,1,0,5,15,0.6829,OpenFOAM
cambered,0,0,none,1,1,0,5,15,0.6979,OpenFOAM
cambered,0,0,none,1,1,0,5,15,0.6896,OpenFOAM
cambered,0,0,none,1,1,0,5,15,0.6875,OpenFOAM
cambered,0,0,none,1,1,0,5,15,0.6883,OpenFOAM
cambered,0,0,none,1,1,0,5,15,0.6845,OpenFOAM
cambered,0,0,none,1,1,0,5,15,0.6874,OpenFOAM
cambered,0,0,none,1,1,0,5,15,0.6897,OpenFOAM
cambered,0,0,none,1,1,0,10,15,0.6622,OpenFOAM
cambered,0,0,none,1,1,0,10,15,0.6555,OpenFOAM
cambered,0,0,none,1,1,0,10,15,0.6413,OpenFOAM
cambered,0,0,none,1,1,0,10,15,0.6194,OpenFOAM
cambered,0,0,none,1,1,0,10,15,0.6406,OpenFOAM
cambered,0,0,none,1,1,0,10,15,0.6256,OpenFOAM
cambered,0,0,none,1,1,0,10,15,0.6437,OpenFOAM
